run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.03,15264.67,279.0,653.95,4.28,NA,10000,3.889,1.014.,0.711.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.03,15264.67,317.5,655.84,4.3,NA,20000,8.139,1.012.,0.721.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,276.6,653.2,4.28,NA,30000,3.451,1.199.,0.783.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,316.45,655.07,4.29,NA,40000,7.689,1.511.,0.870.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,329.87,655.96,4.3,NA,50000,12.242,1.575.,0.976.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,336.38,656.56,4.3,NA,60000,16.901,1.830.,1.207.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,340.08,656.98,4.3,NA,70000,21.266,2.073.,1.285.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,342.6,657.35,4.31,NA,80000,25.473,2.449.,1.638.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,344.19,657.64,4.31,NA,90000,29.646,2.436.,1.663.
NimkitaArch_ppo_11aee81b9f,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_11aee81b9f/run_logs/stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,3.1,15264.67,345.52,657.87,4.31,NA,100000,33.951,2.908.,2.216.
