run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.2,9.34,0.03,NA,10000,27.076,1.152.,0.713.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.1,9.34,0.03,NA,20000,52.131,1.197.,0.728.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.07,9.34,0.03,NA,30000,75.700,1.382.,0.896.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.05,9.34,0.03,NA,40000,100.100,1.663.,1.010.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.04,9.34,0.03,NA,50000,123.815,1.865.,1.095.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.03,9.34,0.03,NA,60000,147.865,2.545.,1.651.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.03,9.34,0.03,NA,70000,171.773,2.852.,2.037.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.03,9.34,0.03,NA,80000,193.693,3.153.,2.253.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.02,9.34,0.03,NA,90000,217.395,3.641.,2.455.
AbdulMoiz_ppo_11aee81b9f,ppo,NA,3DBall,C:\Users\imoiz\OneDrive\Desktop\Group8-AI-ML\custom\data\results\AbdulMoiz_ppo_11aee81b9f\run_logs\stream.log,0.0003,linear,32,10240,False,64,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,14,20,1.5,32392.73,0.02,9.34,0.03,NA,100000,241.459,4.054.,3.273.
