run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,280.6,652.39,4.27,NA,10000,4.106,1.172.,0.750.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,320.25,654.41,4.29,NA,20000,8.971,1.282.,0.787.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,332.77,655.12,4.29,NA,30000,13.798,1.468.,0.884.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,338.6,655.61,4.29,NA,40000,18.554,1.815.,1.278.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,342.6,655.96,4.3,NA,50000,23.780,2.031.,1.276.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,345.37,656.29,4.3,NA,60000,29.017,2.624.,1.972.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,347.03,656.52,4.3,NA,70000,33.775,3.121.,2.545.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,348.05,656.7,4.3,NA,80000,38.032,4.028.,3.133.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,348.79,656.84,4.3,NA,90000,42.284,4.691.,3.619.
NimkitaArch_ppo_93e141f4ce,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_93e141f4ce/run_logs/stream.log,0.0003,linear,32,10240,False,64,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.99,15264.67,349.35,656.95,4.3,NA,100000,46.479,5.530.,5.076.
