run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,10000,11.823,1.166.,0.701.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,20000,21.384,1.188.,0.697.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,30000,32.540,1.377.,0.813.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,40000,43.237,1.728.,1.100.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,50000,53.550,1.977.,1.173.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,60000,63.786,2.397.,1.585.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,70000,74.900,2.623.,1.838.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,80000,84.880,3.461.,2.658.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,90000,95.150,5.044.,3.774.
PAWEL-ASUS_ppo_b14f036e62,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_b14f036e62\run_logs\stream.log,0.0003,linear,32,10240,False,128,2,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,100000,108.153,4.526.,4.290.
