run_id,machine_id,run_log_file,algo,seed,env_name,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage,avg_ram_usage,peak_cpu_usage,peak_ram_usage,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,train_duration_s,final_mean_reward,final_std_reward,time_to_convergence,steps_to_convergence
nimkita_Linux_ppo_0d9562ddff,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_0d9562ddff\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.46,15264.32,40.49,1227.14,44.31,1238.29,0.0003,linear,32,48768,False,104,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,209.471,100.0,0.0,194.388,430000
nimkita_Linux_ppo_16cebf55fb,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_16cebf55fb\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.47,15264.32,41.03,1640.87,44.94,1882.02,0.0003,linear,32,322752,False,116,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1052.957,100.0,0.0,1036.863,2290000
nimkita_Linux_ppo_1991e1400e,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_1991e1400e\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.8,15264.32,41.38,1406.16,44.93,1500.11,0.0003,linear,32,160640,False,68,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,504.488,100.0,0.0,499.72,1170000
nimkita_Linux_ppo_1d3f2874bc,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_1d3f2874bc\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.43,15264.32,41.51,1670.7,44.93,1941.22,0.0003,linear,32,349280,False,104,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1120.658,100.0,0.0,1115.926,2480000
nimkita_Linux_ppo_22626d677e,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_22626d677e\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,3.04,15264.32,41.31,1449.01,44.93,1571.58,0.0003,linear,32,190848,False,68,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,607.603,100.0,0.0,604.798,1470000
nimkita_Linux_ppo_37d526c3f7,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_37d526c3f7\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.13,15264.32,40.32,1394.81,44.34,1502.26,0.0003,linear,32,158432,False,104,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,560.67,100.0,0.0,555.157,1140000
nimkita_Linux_ppo_37eebd28d7,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_37eebd28d7\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.71,15264.31,41.31,1753.45,44.94,2144.99,0.0003,linear,32,436928,False,87,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1307.619,100.0,0.0,1303.077,3120000
nimkita_Linux_ppo_403bc7e326,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_403bc7e326\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.67,15264.31,41.26,1713.55,45.56,2036.93,0.0003,linear,32,385152,False,93,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1192.827,100.0,0.0,1188.194,2790000
nimkita_Linux_ppo_439cfbd485,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_439cfbd485\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.7,15264.31,41.7,1481.16,45.58,1621.93,0.0003,linear,32,213120,False,67,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,669.958,100.0,0.0,599.9,1410000
nimkita_Linux_ppo_5a0de9297f,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_5a0de9297f\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.81,15264.31,41.66,1475.27,45.56,1613.65,0.0003,linear,32,207456,False,99,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,653.061,100.0,0.0,549.902,1300000
nimkita_Linux_ppo_5db4be9b51,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_5db4be9b51\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.01,15264.31,41.46,1754.95,44.96,2134.41,0.0003,linear,32,429728,False,118,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1134.431,100.0,0.0,1129.86,2620000
nimkita_Linux_ppo_62765f5fee,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_62765f5fee\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.6,15264.31,41.16,1365.71,44.93,1427.81,0.0003,linear,32,129248,False,105,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,441.092,100.0,0.0,436.467,1060000
nimkita_Linux_ppo_6333f9cc62,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_6333f9cc62\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.58,15264.32,40.86,1667.05,44.94,1971.93,0.0003,linear,32,356768,False,90,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,987.281,100.0,0.0,982.559,2220000
nimkita_Linux_ppo_6423f3b781,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_6423f3b781\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.02,15264.32,41.47,1381.3,44.94,1468.16,0.0003,linear,32,142976,False,79,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,487.535,100.0,0.0,456.815,1130000
nimkita_Linux_ppo_726cf3321d,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_726cf3321d\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.33,15264.32,41.8,1494.11,45.56,1661.52,0.0003,linear,32,226368,False,93,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,692.284,100.0,0.0,611.259,1460000
nimkita_Linux_ppo_782b344927,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_782b344927\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.04,15264.32,41.54,1413.29,44.94,1510.58,0.0003,linear,32,163008,False,113,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,592.506,100.0,0.0,528.702,1200000
nimkita_Linux_ppo_9633fa3131,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_9633fa3131\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.86,15264.32,41.48,1648.97,45.56,1915.34,0.0003,linear,32,337248,False,76,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,984.589,100.0,0.0,971.229,2400000
nimkita_Linux_ppo_99d7185f07,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_99d7185f07\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.4,15264.32,41.82,1576.05,45.55,1756.62,0.0003,linear,32,269088,False,89,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,903.872,100.0,0.0,899.361,2200000
nimkita_Linux_ppo_99ef5d8dc6,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_99ef5d8dc6\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.58,15264.32,41.34,1283.29,44.94,1310.1,0.0003,linear,32,78432,False,94,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,331.881,100.0,0.0,298.286,740000
nimkita_Linux_ppo_a09b882944,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_a09b882944\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.73,15264.32,41.23,1325.06,44.92,1376.36,0.0003,linear,32,107712,False,67,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,346.29,100.0,0.0,341.546,770000
nimkita_Linux_ppo_a2234bf6df,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_a2234bf6df\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.38,15264.32,42.11,1262.69,44.94,1287.21,0.0003,linear,32,68704,False,81,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,265.256,100.0,0.0,236.707,560000
nimkita_Linux_ppo_a4c961261f,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_a4c961261f\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.88,15264.32,40.99,1525.6,45.56,1722.21,0.0003,linear,32,247648,False,83,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,761.711,100.0,0.0,757.081,1800000
nimkita_Linux_ppo_c0adb9884c,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_c0adb9884c\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.99,15264.32,41.23,1739.95,44.94,2102.8,0.0003,linear,32,420608,False,119,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1200.413,100.0,0.0,1167.462,2560000
nimkita_Linux_ppo_c13e974d00,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_c13e974d00\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,2.28,15264.32,41.09,1513.92,44.94,1708.7,0.0003,linear,32,241664,False,95,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,675.907,100.0,0.0,671.221,1540000
nimkita_Linux_ppo_d081ab8e20,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_d081ab8e20\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.59,15264.32,41.16,1632.25,45.55,1879.79,0.0003,linear,32,321056,False,104,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,920.97,100.0,0.0,916.131,2110000
nimkita_Linux_ppo_d1b2f4ff99,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_d1b2f4ff99\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.54,15264.32,41.72,1675.63,44.94,1927.1,0.0003,linear,32,341024,False,88,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1178.057,100.0,0.0,1052.763,2500000
nimkita_Linux_ppo_d7fe253857,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_d7fe253857\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.63,15264.32,41.2,1460.57,45.56,1605.61,0.0003,linear,32,202432,False,121,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,595.601,100.0,0.0,591.062,1460000
nimkita_Linux_ppo_e6b1d201c6,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_e6b1d201c6\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.45,15264.32,41.11,1310.75,44.31,1353.62,0.0003,linear,32,98400,False,74,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,367.285,100.0,0.0,346.57,880000
nimkita_Linux_ppo_ec235ec93f,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_ec235ec93f\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.92,15264.32,41.71,1734.09,45.55,2049.28,0.0003,linear,32,399488,False,113,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1322.037,100.0,0.0,1218.257,3080000
nimkita_Linux_ppo_f2464c0b15,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_f2464c0b15\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.52,15264.32,41.46,1683.59,46.17,1931.39,0.0003,linear,32,345536,False,70,2,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,1087.668,100.0,0.0,1046.184,2470000
nimkita_Linux_ppo_f46d566303,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_f46d566303\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.64,15264.32,41.38,1633.39,44.93,1899.01,0.0003,linear,32,331840,False,95,3,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,911.424,100.0,0.0,906.969,2020000
nimkita_Linux_ppo_f921b9d887,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_ppo_f921b9d887\run_logs\run_log.csv,ppo,NA,3DBall,Linux,8,16,1.67,15264.32,41.58,1396.63,46.17,1495.5,0.0003,linear,32,157792,False,87,1,simple,0.99,1.0,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,528.382,100.0,0.0,467.997,1160000
nimkita_Linux_sac_034a790096,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_sac_034a790096\run_logs\run_log.csv,sac,NA,3DBall,Linux,8,16,2.11,15264.31,24.41,1700.91,30.58,2151.11,0.0003,linear,64,617600,False,182,3,simple,0.817805190526165,1.0,5,10000000,1898,50000,8289,0.009487785403147441,10.0,False,0.7244913003572728,19.0,NA,NA,NA,NA,453.274,100.0,0.0,410.382,450000
nimkita_Linux_sac_05aef13e4c,nimkita_Linux,experiments\results\nimkita_Linux\nimkita_Linux_sac_05aef13e4c\run_logs\run_log.csv,sac,NA,3DBall,Linux,8,16,1.89,15264.31,21.31,2384.71,43.68,2440.11,0.0003,linear,64,620928,False,265,3,simple,0.9337687579413874,1.0,5,10000000,2026,50000,8977,0.007215385253858345,13.0,False,0.5863838931885306,5.0,NA,NA,NA,NA,9429.829,100.0,0.0,7867.676,7500000
imoiz_Windows_ppo_209c87d487,imoiz_Windows,experiments\results\imoiz_Windows\imoiz_Windows_ppo_209c87d487\run_logs\run_log.csv,ppo,NA,3DBall,Windows,14,20,2.6,32392.73,,765.37,,818.23,0.0003,linear,32,74464,False,85,1,simple,0.99,1,5,10000000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,802.63,100.0,0.0,798.555,650000
