run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.19,0.03,NA,10000,11.541,1.049.,0.657.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.19,0.03,NA,20000,21.425,1.251.,0.761.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,30000,29.521,1.338.,0.847.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,40000,39.118,1.463.,0.842.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,50000,48.408,1.721.,1.093.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,60000,57.687,1.903.,1.211.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,70000,66.862,1.985.,1.324.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,80000,76.510,2.445.,1.711.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,90000,85.798,2.508.,1.716.
PAWEL-ASUS_ppo_f9ee46b3cd,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_f9ee46b3cd\run_logs\stream.log,0.0003,linear,32,10240,False,64,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,100000,95.465,2.513.,1.723.
