run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,10000,13.342,1.118.,0.703.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.18,0.03,NA,20000,23.354,1.235.,0.808.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,30000,32.017,1.363.,0.814.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.17,0.03,NA,40000,41.330,1.533.,1.062.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,50000,50.551,1.685.,0.983.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,60000,59.422,1.988.,1.287.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,70000,68.424,2.295.,1.529.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,80000,77.678,2.485.,1.584.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,90000,86.937,2.506.,1.624.
PAWEL-ASUS_ppo_7ee19a0086,ppo,NA,3DBall,C:\Users\pawel\Desktop\Project_2-1_code\training_manager\experiments\results\PAWEL-ASUS_ppo_7ee19a0086\run_logs\stream.log,0.0003,linear,32,10240,False,128,1,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Windows,16,22,1.4,15868.82,0.0,4.16,0.03,NA,100000,96.445,3.078.,2.218.
