run_id,algo,seed,env_name,run_log_file,learning_rate,learning_rate_schedule,batch_size,buffer_size,normalize,hidden_units,num_layers,vis_encode_type,gamma,strength,keep_checkpoints,max_steps,time_horizon,summary_freq,buffer_init_steps,tau,steps_per_update,save_replay_buffer,init_entcoef,reward_signal_steps_per_update,beta,epsilon,lambd,num_epoch,os_name,cpu_physical_cores,cpu_logical_cores,cpu_clock_ghz,ram_mb,avg_cpu_usage_proc,avg_ram_usage_proc_mb,avg_ram_usage_proc_pct,avg_gpu_usage_proc,steps,time_elapsed,mean_reward,std_of_reward
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,277.8,652.77,4.28,NA,10000,3.681,1.206.,0.694.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,317.9,655.11,4.29,NA,20000,8.260,1.201.,0.754.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,331.77,656.04,4.3,NA,30000,12.953,1.414.,0.856.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,338.23,656.67,4.3,NA,40000,17.460,1.712.,1.118.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,341.92,657.16,4.31,NA,50000,21.966,2.190.,1.489.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,344.43,657.5,4.31,NA,60000,26.450,2.750.,1.932.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,346.21,657.79,4.31,NA,70000,30.861,3.651.,2.604.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,347.29,658.02,4.31,NA,80000,35.138,5.150.,4.151.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,348.14,658.19,4.31,NA,90000,39.370,6.397.,5.216.
NimkitaArch_ppo_c1e1bec196,ppo,NA,3DBall,/home/nimkita/GitRepos/Group8-AI-ML/training_manager/experiments/results/NimkitaArch_ppo_c1e1bec196/run_logs/stream.log,0.0003,linear,32,10240,False,128,3,simple,0.99,1,5,100000,64,10000,NA,NA,NA,NA,NA,NA,0.005,0.2,0.95,3,Linux,8,16,2.43,15264.67,348.79,658.33,4.31,NA,100000,43.682,10.656.,10.747.
